Season,Rk,Player,Pos,Age_nba,Tm_nba,G_nba,GS_nba,MP_nba,FG_nba,FGA_nba,FG%_nba,3P_nba,3PA_nba,3P%_nba,2P_nba,2PA_nba,2P%_nba,FT_nba,FTA_nba,FT%_nba,ORB_nba,DRB_nba,TRB_nba,AST_nba,STL_nba,BLK_nba,TOV_nba,PF_nba,PTS_nba,Tm_gleague,Age_gleague,G_gleague,GS_gleague,MP_gleague,FG_gleague,FGA_gleague,FG%_gleague,3P_gleague,3PA_gleague,3P%_gleague,2P_gleague,2PA_gleague,2P%_gleague,FT_gleague,FTA_gleague,FT%_gleague,ORB_gleague,DRB_gleague,TRB_gleague,AST_gleague,STL_gleague,BLK_gleague,TOV_gleague,PF_gleague,PTS_gleague
2019,6,Deng Adel,SF,21,CLE,19,3,194,2,6.7,0.306,1.1,4.3,0.261,0.9,2.4,0.385,0.7,0.7,1,0.6,3,3.5,0.9,0.2,0.7,1.1,2.4,5.9,TOT,21,37,36,1143,5.6,12.9,0.436,1.3,4,0.323,4.3,8.9,0.488,2.3,3,0.779,0.9,5.6,6.6,2.9,0.8,0.5,2.3,1.7,14.8
2019,9,Rawle Alkins,SG,21,CHI,10,1,120,3.9,11.7,0.333,0.9,3.6,0.25,3,8.1,0.37,2.4,3.6,0.667,3.3,4.5,7.8,3.9,0.3,0,2.4,2.1,11.1,WCB,21,44,17,1138,6.4,14.3,0.448,1.4,4.6,0.306,5,9.8,0.515,1.4,2.3,0.608,2.4,5.3,7.6,4,1.3,1,3,2.4,15.7
2019,10,Grayson Allen,SG,23,UTA,38,2,416,5.8,15.4,0.376,2.8,8.6,0.323,3,6.8,0.443,3.9,5.2,0.75,0.3,1.7,2,2.2,0.5,0.5,2.9,4.1,18.3,SLS,23,12,12,368,6.2,13.3,0.463,3.3,8.2,0.405,2.8,5.1,0.558,3.5,4.8,0.735,0.3,2.8,3.1,2.7,1.2,0.4,2,2.3,19.2
2019,12,Kadeem Allen,SG,26,NYK,19,1,416,5.6,12.2,0.461,1.5,3.1,0.472,4.2,9.1,0.457,3.6,4.7,0.778,0.7,3.7,4.4,6.6,1.4,0.3,2.3,4,16.4,WES,26,39,39,1240,6.5,14.4,0.451,1.1,2.5,0.425,5.4,11.9,0.456,3.2,4.2,0.766,1.1,5,6.1,7.2,1.7,0.5,2.9,3,17.3
2019,16,Ryan Anderson,PF,30,TOT,25,8,322,2.3,7.7,0.304,1,4.5,0.225,1.3,3.2,0.414,1.3,1.8,0.75,2,4,6,2.1,0.4,0.1,1.6,2.8,7,DBC,NA,37,4,677,6,12.3,0.485,0.4,2,0.189,5.6,10.3,0.541,2.7,4.6,0.593,6,10.9,16.9,2.3,0.9,0.7,2.1,3,15
2019,26,Dwayne Bacon,SG,23,CHO,43,13,759,5.8,12.2,0.475,1.8,4.1,0.437,4,8.1,0.494,1.6,2.2,0.739,0.4,3.8,4.2,2.2,0.6,0.2,0.9,3.4,15,SWR,23,17,17,546,9.3,22.5,0.412,1.8,7,0.255,7.5,15.6,0.483,4.5,5.6,0.812,1.2,6.7,7.8,2.4,1.4,0.3,2.2,2.1,24.9
2019,29,Wade Baldwin,PG,22,POR,16,0,94,3.8,12.6,0.303,0.8,3.4,0.222,3.1,9.2,0.333,3.1,4.2,0.727,0.8,5,5.7,4.6,0.4,0.8,5.4,4.2,11.5,TOT,22,14,13,450,9.7,20.4,0.475,1.6,4.6,0.345,8.1,15.8,0.513,3.8,5,0.758,1.1,5,6.1,4.4,1.9,0.2,2.8,3.6,24.7
2019,35,Keita Bates-Diop,SF,23,MIN,30,3,503,4.3,10.2,0.423,0.9,3.7,0.25,3.4,6.4,0.522,1.3,2,0.643,1.1,4.8,5.9,1.2,1.3,1,1,2.1,10.8,WOL,23,16,16,585,6.9,15.5,0.444,1.7,5.1,0.337,5.2,10.4,0.497,2,2.8,0.717,1.7,7.1,8.7,1.8,1.2,1.7,1.7,2.3,17.5
2019,55,Jaron Blossomgame,SF,25,CLE,27,4,439,3.9,8.7,0.443,0.8,3.2,0.256,3,5.5,0.552,0.8,1.1,0.769,2.1,5.9,8,1.1,0.6,0.7,0.9,1.6,9.3,TOT,25,35,31,1168,7.7,16.9,0.459,1.4,4.5,0.308,6.3,12.4,0.514,3.1,4.4,0.706,1.7,6.2,7.9,2.3,0.8,1.2,2,2.1,20
2019,60,Isaac Bonga,PG,19,LAL,22,0,120,1.5,9.9,0.152,0,2.4,0,1.5,7.5,0.2,2.7,4.5,0.6,2.7,4.8,7.5,4.5,2.7,1.2,1.8,2.7,5.7,SBL,19,31,29,869,5.5,12.6,0.438,1.4,4,0.344,4.1,8.6,0.481,2.9,3.5,0.812,2.4,5.6,7.9,3.3,1.5,1.4,3.7,4.1,15.2
2019,62,Chris Boucher,PF,26,TOR,28,0,163,7.5,16.8,0.447,2.7,8.2,0.324,4.9,8.6,0.564,2.9,3.3,0.867,3.5,8.8,12.4,0.4,1.3,5.3,1.5,6.8,20.5,RAP,26,28,28,957,10.2,20,0.509,2.3,7.3,0.32,7.9,12.7,0.618,5.9,7.7,0.762,3.1,8.9,12,1.2,1.3,4.3,2.2,3.1,28.6
2019,77,Troy Brown Jr.,SF,19,WAS,52,10,730,4.8,11.5,0.415,1.1,3.4,0.319,3.7,8.1,0.455,1.6,2.3,0.681,1.7,5.4,7.2,3.9,1,0.2,1.5,2.8,12.2,CGG,19,11,11,374,7.2,14.8,0.487,1.8,4.8,0.38,5.4,10,0.538,1.6,2.2,0.739,1.5,5.2,6.7,4,1.5,0.2,2.2,1.9,17.9
2019,83,Deonte Burton,SG,25,OKC,32,0,240,5,12.3,0.402,1.2,4.1,0.296,3.7,8.2,0.455,1.2,1.8,0.667,0.6,3.6,4.2,1.4,0.9,1.2,1.4,4.6,12.3,SLS,27,41,12,853,3.7,10,0.37,1.1,3.5,0.321,2.6,6.5,0.396,1.8,3.3,0.544,0.5,2.4,3,5.5,1.2,0.3,2.3,3,10.4
2019,85,Bruno Caboclo,SF,23,MEM,34,19,800,4.3,10.1,0.427,2.2,5.9,0.369,2.2,4.3,0.505,1.9,2.3,0.84,1.9,5.2,7.1,2.3,0.6,1.5,1.7,3.6,12.7,RIO,23,28,23,793,7.5,14.6,0.517,3.1,7.2,0.43,4.4,7.4,0.601,2.6,3.5,0.744,3.3,5.9,9.2,1.6,1.5,3.9,2.4,4.9,20.8
2019,91,Jevon Carter,PG,23,MEM,39,3,577,3.5,11.5,0.303,2.1,6.4,0.333,1.4,5.2,0.265,1.6,2,0.813,0.9,3.2,4.1,4.3,1.6,0.7,2.1,3.4,10.7,MEM,23,22,22,759,7.2,16.6,0.433,2.2,5.6,0.387,5,10.9,0.457,2.7,3.1,0.864,1,3.8,4.8,6.2,2.8,0.5,3.1,3.2,19.2
2019,95,Alex Caruso,PG,24,LAL,25,4,531,5.2,11.7,0.445,1.6,3.4,0.48,3.6,8.3,0.431,3.5,4.3,0.797,1.4,3.2,4.5,5.2,1.6,0.6,2.8,3.7,15.5,SBL,24,27,26,770,6,14.4,0.414,1.4,5,0.274,4.6,9.5,0.488,4.4,5.4,0.81,1.2,3.5,4.7,7.3,2.7,0.7,4.2,2.8,17.7
2019,99,Tyler Cavanaugh,PF,24,UTA,11,0,39,2.8,9.2,0.3,0.9,4.6,0.2,1.8,4.6,0.4,1.8,1.8,1,2.8,4.6,7.4,0.9,0,0,0.9,2.8,8.3,SLS,24,41,26,1240,7,15.1,0.461,2.6,6.6,0.403,4.3,8.6,0.505,4.6,5.5,0.831,1.9,7.4,9.2,3.2,0.8,0.5,2.4,3.2,21.1
2019,136,Marcus Derrickson,PF,22,GSW,11,0,67,8.6,17.7,0.485,5.4,10.7,0.5,3.2,7,0.462,2.1,2.7,0.8,4.3,2.7,7,0.5,0,0.5,1.6,4.8,24.7,SAN,22,35,35,953,6.7,14.4,0.467,2.5,6,0.419,4.2,8.3,0.502,2.2,2.6,0.841,1.9,5.5,7.4,2.5,1,0.7,2.4,3.8,18.2
2019,157,Drew Eubanks,PF,21,SAS,23,0,113,4.8,8.3,0.577,0,0,NA,4.8,8.3,0.577,3.5,4.1,0.846,1.9,8.9,10.8,2.2,0.6,1.6,2.5,3.5,13.1,AUS,21,32,32,799,9.7,15,0.648,0,0.1,0,9.7,14.9,0.652,4.2,5.2,0.809,2.7,8.5,11.2,1.8,0.7,3.7,2.8,3.7,23.6
2019,158,Jacob Evans,SG,21,GSW,30,1,204,3.2,9.4,0.34,0.7,2.6,0.267,2.5,6.7,0.368,0,0.2,0,1.1,3.4,4.4,4.1,0.9,0.5,1.9,4.9,7.1,SAN,21,21,16,548,6.2,14.1,0.437,1.2,3.9,0.305,5,10.2,0.487,2,2.5,0.789,0.7,4,4.7,3.4,1.2,1.1,2.8,2.8,15.5
2019,188,Brandon Goodwin,PG,23,DEN,16,0,57,3.8,14.5,0.261,1.3,3.8,0.333,2.5,10.7,0.235,5.7,6.9,0.818,0.6,1.3,1.9,8.8,0,0,1.9,4.4,14.5,TOT,23,27,25,955,8.3,16.9,0.491,2.2,5.8,0.383,6.1,11.1,0.548,2.9,4,0.724,1.3,5.6,6.9,5.2,1.5,0.2,2.5,2,21.7
2019,192,Devonte' Graham,PG,23,CHO,46,3,676,3.9,11.5,0.343,1.8,6.4,0.281,2.1,5.1,0.421,1.9,2.4,0.761,0.5,2.8,3.4,6.4,1.2,0.1,1.6,2.6,11.6,SWR,23,13,13,441,8.5,19.3,0.441,4,10.4,0.383,4.5,8.8,0.509,3.8,4.7,0.793,0.7,4.2,5,4.9,1.7,0,2.9,1.5,24.7
2019,216,Isaiah Hartenstein,PF,20,HOU,28,0,221,3.3,6.7,0.488,0.3,1,0.333,2.9,5.7,0.514,1.8,2.3,0.786,3.4,4.2,7.7,2.4,1.1,2,2.1,9.1,8.6,RIO,20,26,26,842,8.6,13.9,0.622,0.7,2.7,0.274,7.9,11.2,0.703,3.6,5.6,0.646,5.7,10.9,16.6,4.1,0.7,2.2,3.6,3.8,21.6
2019,237,Danuel House,SF,25,HOU,39,13,979,4.3,9.3,0.468,2.7,6.5,0.416,1.6,2.7,0.595,2.1,2.6,0.789,0.9,4.2,5.1,1.5,0.8,0.4,1.3,2.9,13.5,RIO,25,18,18,606,7.2,16.9,0.426,3,9.2,0.329,4.2,7.7,0.543,4.7,6,0.782,0.6,4.2,4.8,4,1.3,0.7,2.7,1.8,22.1
2019,256,Justin Jackson,SF,23,TOT,81,14,1614,4.8,10.8,0.447,1.9,5.5,0.355,2.9,5.4,0.542,1.4,1.8,0.785,1,3.7,4.7,2.1,0.7,0.3,0.6,2.2,13,LKL,21,10,4,181,3.4,9.7,0.347,1.2,5.8,0.207,2.2,4,0.55,1,1.4,0.714,2.4,5.2,7.6,1.8,1,1,2.4,3,9
2019,259,Amile Jefferson,PF,25,ORL,12,0,68,5.3,8.5,0.625,0,0,NA,5.3,8.5,0.625,3.7,4.2,0.875,3.2,7.9,11.1,1.6,1.6,1.6,0.5,4.2,14.3,LKL,25,34,34,1129,8.1,13.9,0.584,0,0.1,0.25,8.1,13.7,0.587,3.3,4.5,0.739,4.4,7.8,12.2,3.7,0.9,0.7,2.2,2.6,19.6
2019,260,John Jenkins,SG,27,TOT,26,0,333,4.5,11.4,0.4,2.4,6.3,0.379,2.2,5.1,0.426,1.6,1.9,0.833,0.6,3.4,4,2.4,0,0.2,1,1.1,13.1,TOT,27,21,20,750,8.7,18.5,0.469,3.5,8.1,0.435,5.2,10.5,0.495,4,4.4,0.913,0.3,3.5,3.8,3.5,1.1,0.1,2.5,1.9,24.9
2019,262,Alize Johnson,PF,22,IND,14,0,64,2.3,9,0.25,0.6,1.1,0.5,1.7,7.9,0.214,2.3,4.5,0.5,2.3,8.4,10.7,0.6,0.6,1.7,0,3.9,7.3,FOR,22,31,31,1136,7.7,15.1,0.507,1.1,3,0.379,6.5,12.1,0.539,2.3,3.1,0.742,4.5,9,13.5,3.3,0.9,0.4,2.4,2.3,18.8
2019,287,Luke Kornet,PF,23,NYK,46,18,784,4.9,13,0.378,3.2,8.9,0.363,1.7,4.1,0.411,1.7,2.1,0.826,1.3,4.9,6.2,2.5,1.2,1.9,1.1,1.9,14.8,WES,23,11,11,358,7.4,14.5,0.514,3.2,6.6,0.485,4.2,7.8,0.538,2.7,3.7,0.73,0.9,8.8,9.8,4,0.9,2.5,2.7,2.9,20.8
2019,298,Damion Lee,SG,26,GSW,32,0,375,5.4,12.2,0.441,2.6,6.5,0.397,2.8,5.7,0.492,1.8,2.1,0.864,0.8,5.4,6.1,1.2,1.2,0,1.1,2.7,15.2,SAN,26,24,24,756,8,16.9,0.475,2.3,5.9,0.398,5.7,11,0.515,4.8,5.8,0.828,0.9,6,6.9,2.6,1.6,0,2,2.3,23.1
2019,314,Jordan Loyd,PG,25,TOR,12,0,55,5.2,11.8,0.444,2.6,5.2,0.5,2.6,6.5,0.4,5.9,7.2,0.818,0.7,5.2,5.9,3.9,0,0,1.3,3.3,19,RAP,25,41,40,1454,7.6,15.8,0.481,2.2,6.1,0.367,5.4,9.8,0.552,5.4,6.3,0.862,1.1,4.8,5.8,6,1.8,0.3,2.5,3.4,22.9
2019,341,Jordan McRae,SG,27,WAS,27,0,333,6.6,14.1,0.469,1.1,3.8,0.286,5.5,10.3,0.537,3,3.8,0.8,0.6,3.7,4.3,3.2,1.4,0.8,1.6,2.8,17.3,CGG,27,31,29,1114,10.7,22.2,0.481,2,5.8,0.341,8.7,16.4,0.531,7.1,8.3,0.849,1,4,5,3.8,1.4,0.6,3.5,2.8,30.4
2019,345,Chimezie Metu,PF,21,SAS,29,0,145,4.7,14.4,0.328,0,0.5,0,4.7,13.9,0.339,3.2,4.2,0.765,2.2,6.7,8.9,3.2,1.5,0.5,3.7,3.5,12.7,AUS,21,26,19,711,7.5,15.2,0.495,0.2,0.9,0.222,7.3,14.3,0.512,3.2,4.8,0.67,1.8,7.5,9.3,2.7,0.9,1.8,3.9,3.1,18.5
2019,349,Malcolm Miller,SF,25,TOR,10,0,67,5.9,14,0.423,5.4,11.3,0.476,0.5,2.7,0.2,1.6,2.1,0.75,0.5,2.1,2.7,0.5,0.5,0.5,0.5,2.7,18.8,RAP,25,13,11,358,4.9,11,0.45,2.1,6,0.35,2.8,4.9,0.571,1.9,2.7,0.704,1.1,3.6,4.7,2,1.4,1.4,1.7,4.1,13.9
2019,352,Shake Milton,SG,22,PHI,20,0,268,4.6,11.7,0.391,1.9,5.9,0.318,2.7,5.8,0.465,0.7,0.9,0.714,1.2,3.5,4.7,2.4,1.1,1.1,0.8,3.9,11.7,DBC,22,27,27,937,9.6,19.8,0.484,2.2,6,0.369,7.4,13.8,0.535,4.4,5.5,0.81,1.4,3.6,5,5.1,1.2,0.5,2.7,2.9,25.9
2019,355,Naz Mitrou-Long,SG,25,UTA,14,0,84,2.6,8.6,0.3,0.9,4.7,0.182,1.7,3.9,0.444,0.9,0.9,1,0.4,2.1,2.6,6.4,0.4,0.4,3.4,4.3,6.9,SLS,25,32,31,1044,7.1,16.1,0.442,2.6,7.9,0.33,4.5,8.2,0.55,3.8,4.5,0.832,0.7,4.6,5.3,5.5,1,0.5,3.4,2.9,20.7
2019,365,Johnathan Motley,PF,23,LAC,22,0,156,9,16.8,0.534,0,0.7,0,9,16.2,0.557,5.5,9.2,0.6,4.2,7.6,11.8,2.5,1.2,0.7,3.7,6.2,23.5,ACC,23,27,25,924,9.7,17.6,0.553,0.9,3.2,0.296,8.8,14.5,0.609,5.4,7.6,0.704,2.5,7.9,10.4,3.2,0.7,0.9,3.7,3.8,25.8
2019,403,Theo Pinson,SG,23,BRK,18,0,211,4.3,12.5,0.342,2,7.8,0.261,2.2,4.6,0.481,3.2,3.8,0.864,0.7,5.5,6.1,3.6,1,0,3.1,2.6,13.8,LIN,23,35,34,1210,7.3,16.5,0.445,3.2,8.2,0.384,4.2,8.3,0.505,3.1,3.6,0.851,0.7,5.3,6,5.9,1.1,0.6,3.5,2.6,20.9
2019,412,Alex Poythress,PF,25,ATL,21,1,305,4.7,9.6,0.494,1.1,2.7,0.391,3.7,6.8,0.534,2.1,3.4,0.621,3.4,5.5,9,2,0.5,1.2,1.5,5.5,12.6,HAW,25,18,18,627,10.4,19.8,0.525,1.2,4,0.3,9.2,15.8,0.582,2.5,3.6,0.698,2.6,7.3,10,2.8,1.1,1.3,3.7,3.1,24.5
2019,418,Davon Reed,SG,23,IND,10,0,47,3.8,9.2,0.417,1.5,3.1,0.5,2.3,6.1,0.375,0,0,NA,1.5,3.1,4.6,2.3,0.8,0,0.8,2.3,9.2,FOR,23,34,34,1174,5.4,13.6,0.398,1.8,5.6,0.326,3.6,7.9,0.45,1.9,2.5,0.753,1.2,5.3,6.5,3.1,1.4,0.3,2.5,2.2,14.5
2019,419,Cameron Reynolds,SG,23,MIN,19,0,259,4.6,10.8,0.423,2.9,7.1,0.412,1.7,3.8,0.444,1.1,1.3,0.889,0.6,3.8,4.3,1.8,0.8,0.3,0.7,3.6,13.2,STK,23,33,9,923,7.5,16.2,0.462,3.8,9.1,0.419,3.7,7.1,0.516,1.8,2.3,0.78,1,4.4,5.4,1.5,1,0.5,1.2,2.7,20.6
2019,421,Malachi Richardson,SG,23,TOR,22,0,103,3.1,10.1,0.31,2.8,8.7,0.32,0.3,1.4,0.25,1.4,1.7,0.8,0.7,3.8,4.5,0,0.3,0,2.8,4.5,10.5,RAP,23,12,12,422,6.9,16.7,0.413,3.6,9.1,0.393,3.3,7.6,0.438,3.9,4.9,0.807,0.3,5.6,6,3.5,0.9,0.1,3.2,3.1,21.3
2019,424,Duncan Robinson,PF,24,MIA,15,1,161,4,10.3,0.391,2.2,7.8,0.286,1.8,2.5,0.727,0.9,1.3,0.667,0.4,3.8,4.2,1.1,1.1,0,0.9,2.5,11.2,SFL,24,33,33,1218,7.2,14,0.514,4.6,9.6,0.483,2.6,4.4,0.58,1.8,2.2,0.803,0.4,3.7,4.1,2.8,1,0.1,1.7,2.6,20.9
2019,426,Jerome Robinson,SG,21,LAC,33,0,320,5,12.4,0.4,2,6.4,0.316,2.9,6,0.491,0.7,1,0.667,0.3,4.3,4.6,2.1,1.2,0.3,1.5,5.2,12.6,ACC,21,24,23,765,7.7,17.5,0.438,3.3,8.1,0.407,4.4,9.4,0.465,2.7,3.4,0.781,0.4,4.1,4.6,4,1.3,0.2,3.3,2.9,21.3
2019,435,Brandon Sampson,SG,21,CHI,14,2,214,4.7,10.1,0.467,1.9,4.9,0.379,2.9,5.2,0.548,0.7,1,0.667,0.5,2.2,2.7,1.7,1.3,0.5,2,3.2,11.9,TOT,21,37,36,1249,6.3,13.6,0.459,2.5,6.5,0.379,3.8,7.1,0.533,3.1,3.7,0.843,0.6,4.2,4.8,3.4,0.9,0.3,3,2,18.1
2019,459,Ray Spalding,PF,21,TOT,14,3,148,6.1,11.4,0.532,0,0.7,0,6.1,10.7,0.568,1,2.9,0.333,3.6,8,11.7,1.2,2.2,1.9,2.2,5.6,13.1,TEX,21,29,26,873,7.7,15,0.514,0.4,1.6,0.231,7.3,13.4,0.548,3.3,5.7,0.568,3.6,7.6,11.2,2.1,2,2.6,3,3,19.1
2019,464,Edmond Sumner,PG,23,IND,23,2,210,3.8,11,0.344,1.2,4.6,0.259,2.6,6.3,0.405,2.6,4.1,0.625,1.5,2.6,4.1,1.7,2.1,0.9,1.7,4.5,11.3,FOR,23,26,26,816,9.3,19.7,0.472,2.4,6.6,0.36,6.9,13.1,0.529,4.3,5.8,0.748,0.8,2.3,3.2,4.4,2,0.7,3.6,3.4,25.3
2019,465,Caleb Swanigan,PF,21,TOT,21,0,178,3.6,10.7,0.34,0.2,1.4,0.143,3.4,9.3,0.37,1.2,1.8,0.667,3.4,9.5,12.9,2.2,1.2,0.2,3.6,5.7,8.7,TOT,21,12,6,326,6.8,14.6,0.47,0.3,1.8,0.188,6.5,12.8,0.509,3.2,4.5,0.707,4.5,9.9,14.5,2.9,1.2,0.9,4.9,4,17.2
2019,470,Jared Terrell,SG,23,MIN,14,0,111,3.9,12.6,0.308,1.3,5.5,0.235,2.6,7.1,0.364,1,1.9,0.5,0.3,1.6,1.9,3.9,1,0.6,3.2,5.2,10.1,WOL,23,32,22,1020,6.5,16.6,0.39,2,6.7,0.295,4.5,9.8,0.455,2.3,3,0.767,0.9,3.6,4.5,2.5,1.6,0.2,1.5,2.2,17.2
2019,474,Khyri Thomas,SG,22,DET,26,0,195,4.1,12.7,0.319,1.8,6.5,0.286,2.2,6.3,0.353,1.3,2,0.636,0.7,3,3.7,1.5,1.3,0.9,0.7,4.1,11.3,GRR,22,10,10,323,8.4,16.6,0.503,3.2,7,0.46,5.1,9.6,0.535,3,3.3,0.9,0.3,3.2,3.6,2,1.6,0,1.7,3,23
2019,497,Lonnie Walker,SG,20,SAS,17,0,118,4.9,14,0.348,1.5,4,0.385,3.4,10.1,0.333,2.4,3.1,0.8,0,5.2,5.2,2.7,2.1,0.9,1.2,2.1,13.7,AUS,20,29,28,797,8.7,19.9,0.439,1.5,4.3,0.358,7.2,15.6,0.461,2.7,3.3,0.811,0.9,2.8,3.7,2.2,1.5,0.5,1.8,2.4,21.7
2019,503,Julian Washburn,SF,27,MEM,18,3,254,2.3,6.8,0.333,0.7,3.4,0.208,1.6,3.4,0.458,0.4,0.6,0.75,1.1,4.7,5.8,2,1.8,0.3,1,2.3,5.7,TOT,27,38,30,1229,5.2,10.8,0.477,1.9,4.7,0.406,3.3,6.1,0.531,0.8,1,0.743,1.4,4.5,5.9,1.8,1.1,0.2,1.3,1.6,13
2019,504,Yuta Watanabe,SF,24,MEM,15,0,174,3.1,10.6,0.294,0.4,3.3,0.125,2.7,7.2,0.371,1.4,2.1,0.7,0.8,5.6,6.4,1.7,0.8,0.2,1.2,2.3,8.1,MEM,24,33,32,1119,5.4,12.4,0.436,1.3,4,0.331,4.1,8.4,0.487,2.9,3.5,0.827,1.7,5.9,7.6,2.8,1,1.2,1.7,2.3,15.1
2019,505,Thomas Welsh,C,22,DEN,11,0,36,7,13,0.538,3,7,0.429,4,6,0.667,1,2,0.5,0,4,4,5,0,0,1,3,18,TOT,22,20,12,460,6.4,12.3,0.522,1.1,2.3,0.467,5.3,9.9,0.535,2.1,2.7,0.771,3.9,8.8,12.7,2.3,0.2,0.8,2.4,2.7,16
2019,512,C.J. Williams,SG,28,MIN,15,0,128,4.8,9.8,0.486,1.4,4.5,0.313,3.4,5.3,0.632,0,0.3,0,0.3,2,2.3,3.4,1.7,0,1.4,4.5,11,WOL,28,36,25,1066,6.2,15.3,0.408,3.2,8.8,0.368,3,6.5,0.464,1.3,1.7,0.765,0.5,3.9,4.5,2.1,1.1,0.7,1.6,3.1,17.1
2019,513,Johnathan Williams,C,23,LAL,24,0,372,6.3,10.6,0.591,0,0.2,0,6.3,10.5,0.602,2.6,4.6,0.563,4.6,4.9,9.6,1.3,0.8,0.7,1.5,6,15.2,SBL,23,36,31,982,8.8,16.1,0.548,0.4,1.5,0.244,8.5,14.6,0.579,2.1,4.7,0.442,4.2,6.9,11.1,2.2,1,1.1,2.7,3.3,20.1
2019,518,Troy Williams,SF,24,SAC,21,0,312,5.1,11.3,0.449,1.6,5.1,0.318,3.5,6.2,0.556,1,1.7,0.6,1.4,5.4,6.8,1.3,1.2,0.9,1,4.3,12.8,STK,24,34,13,990,8.5,19.3,0.442,2.2,7.2,0.307,6.3,12.1,0.523,5.1,6.5,0.777,1.6,6.7,8.3,2,2.1,0.8,3.2,3.5,24.4
2019,521,Christian Wood,PF,23,TOT,21,2,251,8.7,16.8,0.521,1.3,3.7,0.346,7.5,13.1,0.571,5.9,8,0.732,2.4,9.5,11.9,1.1,1,1.4,2.4,2.4,24.7,WIS,23,28,28,989,10.9,19.5,0.559,0.9,3.6,0.265,10,16,0.624,7.1,9.4,0.756,4.1,10.2,14.3,2.4,1.1,2.3,3,2.6,29.9
